Time,Money,Total Income, Factory Income, Click Income,Quartz Click Power,Quartz Factories,Quartz Factory Cost,Topaz Click Power,Topaz Factories,Topaz Factory Cost,Amethyst Click Power,Amethyst Factories,Amethyst Factory Cost,Sapphire Click Power,Sapphire Factories,Sapphire Factory Cost,Emerald Click Power,Emerald Factories,Emerald Factory Cost,Ruby Click Power,Ruby Factories,Ruby Factory Cost,Diamond Click Power,Diamond Factories,Diamond Factory Cost,Rainbow Click Power,Rainbow Factories,Rainbow Factory Cost,
2446,4847857388063.969,3219411780,3219411780,0,1,192,5409617943231.639,1,174,5464060263754.449,1,155,5119119296038.639,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2447,5041022094863.969,3219411780,3219411780,0,1,192,5409617943231.639,1,174,5464060263754.449,1,155,5119119296038.639,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2448,115067505625.33008,3219411780,3219411780,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2449,308232221425.3301,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2450,501396937225.3301,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2451,694561653025.3301,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2452,887726368825.3301,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2453,1080891084625.3301,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2454,1274055800425.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2455,1467220516225.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2456,1660385232025.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2457,1853549947825.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2458,2046714663625.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2459,2239879379425.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2460,2433044095225.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2461,2626208811025.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2462,2819373526825.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2463,3012538242625.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2464,3205702958425.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2465,3398867674225.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2466,3592032390025.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2467,3785197105825.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2468,3978361821625.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2469,4171526537425.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2470,4364691253225.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2471,4557855969025.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2472,4751020684825.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2473,4944185400625.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2474,5137350116425.33,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,135,5160863679145.831,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2475,169651153079.49902,3219411930,3219411930,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2476,362815973879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2477,555980794679.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2478,749145615479.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2479,942310436279.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2480,1135475257079.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2481,1328640077879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2482,1521804898679.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2483,1714969719479.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2484,1908134540279.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2485,2101299361079.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2486,2294464181879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2487,2487629002679.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2488,2680793823479.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2489,2873958644279.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2490,3067123465079.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2491,3260288285879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2492,3453453106679.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2493,3646617927479.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2494,3839782748279.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2495,4032947569079.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2496,4226112389879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2497,4419277210679.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2498,4612442031479.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2499,4805606852279.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2500,4998771673079.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2501,5191936493879.499,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,99,5360996187979.526,1,89,5679241145340.698,1,62,5797838341131.909,
2502,24105126699.972656,3219413680,3219413680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2503,217286447499.97266,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2504,410467768299.97266,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2505,603649089099.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2506,796830409899.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2507,990011730699.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2508,1183193051499.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2509,1376374372299.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2510,1569555693099.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2511,1762737013899.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2512,1955918334699.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2513,2149099655499.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2514,2342280976299.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2515,2535462297099.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2516,2728643617899.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2517,2921824938699.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2518,3115006259499.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2519,3308187580299.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2520,3501368901099.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2521,3694550221899.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2522,3887731542699.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2523,4080912863499.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2524,4274094184299.9727,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2525,4467275505099.973,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2526,4660456825899.973,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2527,4853638146699.973,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2528,5046819467499.973,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2529,5240000788299.973,3219688680,3219688680,0,1,192,5409617943231.639,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2530,23564165868.333984,3219688680,3219688680,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2531,216745486728.33398,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2532,409926807588.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2533,603108128448.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2534,796289449308.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2535,989470770168.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2536,1182652091028.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2537,1375833411888.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2538,1569014732748.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2539,1762196053608.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2540,1955377374468.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2541,2148558695328.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2542,2341740016188.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2543,2534921337048.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2544,2728102657908.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2545,2921283978768.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2546,3114465299628.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2547,3307646620488.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2548,3500827941348.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2549,3694009262208.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2550,3887190583068.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2551,4080371903928.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2552,4273553224788.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2553,4466734545648.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2554,4659915866508.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2555,4853097187368.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2556,5046278508228.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2557,5239459829088.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2558,5432641149948.334,3219688681,3219688681,0,1,193,6221060634716.385,1,174,5464060263754.449,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
2559,161762207053.88477,3219688681,3219688681,0,1,193,6221060634716.385,1,175,6283669303317.615,1,156,5886987190444.435,1,136,5934993231017.705,1,117,5686693680194.979,1,100,6165145616176.457,1,89,5679241145340.698,1,62,5797838341131.909,
