Time,Money,Total Income, Factory Income, Click Income,Quartz Click Power,Quartz Factories,Quartz Factory Cost,Topaz Click Power,Topaz Factories,Topaz Factory Cost,Amethyst Click Power,Amethyst Factories,Amethyst Factory Cost,Sapphire Click Power,Sapphire Factories,Sapphire Factory Cost,Emerald Click Power,Emerald Factories,Emerald Factory Cost,Ruby Click Power,Ruby Factories,Ruby Factory Cost,Diamond Click Power,Diamond Factories,Diamond Factory Cost,Rainbow Click Power,Rainbow Factories,Rainbow Factory Cost,
522,189473644579.1882,36366248,36366248,0,1,129,811339558.9935956,1,110,712612929.693953,1,92,767770300.1706694,1,72,774031161.7945528,1,53,741648380.161047,1,36,804047222.6626909,1,25,740676433.945266,1,0,1000000000,
523,190655619519.1882,36366249,36366249,0,1,129,811339558.9935956,1,110,712612929.693953,1,92,767770300.1706694,1,72,774031161.7945528,1,53,741648380.161047,1,36,804047222.6626909,1,25,740676433.945266,1,1,1150000000,
524,195124981529.49426,86366249,86366249,0,1,129,811339558.9935956,1,111,819504869.1480458,1,92,767770300.1706694,1,72,774031161.7945528,1,53,741648380.161047,1,36,804047222.6626909,1,25,740676433.945266,1,1,1150000000,
525,199566280755.549,86366261,86366261,0,1,129,811339558.9935956,1,111,819504869.1480458,1,92,767770300.1706694,1,72,774031161.7945528,1,53,741648380.161047,1,36,804047222.6626909,1,26,851777899.037056,1,1,1150000000,
526,204066608035.38797,87366261,87366261,0,1,129,811339558.9935956,1,111,819504869.1480458,1,92,767770300.1706694,1,72,774031161.7945528,1,54,852895637.185204,1,36,804047222.6626909,1,26,851777899.037056,1,1,1150000000,
527,208542313395.21732,87391261,87391261,0,1,129,811339558.9935956,1,111,819504869.1480458,1,93,882935845.1962699,1,72,774031161.7945528,1,54,852895637.185204,1,36,804047222.6626909,1,26,851777899.037056,1,1,1150000000,
528,213011766893.42276,87391411,87391411,0,1,129,811339558.9935956,1,111,819504869.1480458,1,93,882935845.1962699,1,73,890135836.0637355,1,54,852895637.185204,1,36,804047222.6626909,1,26,851777899.037056,1,1,1150000000,
529,217451309330.76007,87393161,87393161,0,1,129,811339558.9935956,1,111,819504869.1480458,1,93,882935845.1962699,1,73,890135836.0637355,1,54,852895637.185204,1,37,924654306.0620944,1,26,851777899.037056,1,1,1150000000,
530,221900059431.76648,87668161,87668161,0,1,130,933040492.8426349,1,111,819504869.1480458,1,93,882935845.1962699,1,73,890135836.0637355,1,54,852895637.185204,1,37,924654306.0620944,1,26,851777899.037056,1,1,1150000000,
531,226340644282.61844,87668162,87668162,0,1,130,933040492.8426349,1,112,942430599.5202523,1,93,882935845.1962699,1,73,890135836.0637355,1,54,852895637.185204,1,37,924654306.0620944,1,26,851777899.037056,1,1,1150000000,
532,230748956823.5814,87668174,87668174,0,1,130,933040492.8426349,1,112,942430599.5202523,1,93,882935845.1962699,1,73,890135836.0637355,1,54,852895637.185204,1,37,924654306.0620944,1,27,979544583.8926141,1,1,1150000000,
533,235216151626.39618,88668174,88668174,0,1,130,933040492.8426349,1,112,942430599.5202523,1,93,882935845.1962699,1,73,890135836.0637355,1,55,980829982.7629845,1,37,924654306.0620944,1,27,979544583.8926141,1,1,1150000000,
534,239654806221.19992,88693174,88693174,0,1,130,933040492.8426349,1,112,942430599.5202523,1,94,1015376221.9757105,1,73,890135836.0637355,1,55,980829982.7629845,1,37,924654306.0620944,1,27,979544583.8926141,1,1,1150000000,
535,244086269825.1362,88693324,88693324,0,1,130,933040492.8426349,1,112,942430599.5202523,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,37,924654306.0620944,1,27,979544583.8926141,1,1,1150000000,
536,248483319959.0741,88695074,88695074,0,1,130,933040492.8426349,1,112,942430599.5202523,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,38,1063352451.9714086,1,27,979544583.8926141,1,1,1150000000,
537,252888483906.23148,88970074,88970074,0,1,131,1072996566.7690299,1,112,942430599.5202523,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,38,1063352451.9714086,1,27,979544583.8926141,1,1,1150000000,
538,257284257806.7112,88970075,88970075,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,38,1063352451.9714086,1,27,979544583.8926141,1,1,1150000000,
539,261472463026.7112,88970087,88970087,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,38,1063352451.9714086,1,27,979544583.8926141,1,2,1322499999.9999998,
540,268831123662.8186,138970087,138970087,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,94,1015376221.9757105,1,74,1023656211.4732958,1,55,980829982.7629845,1,38,1063352451.9714086,1,28,1126476271.4765062,1,2,1322499999.9999998,
541,276248498900.0556,139970087,139970087,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,94,1015376221.9757105,1,74,1023656211.4732958,1,56,1127954480.177432,1,38,1063352451.9714086,1,28,1126476271.4765062,1,2,1322499999.9999998,
542,283632827898.0799,139995087,139995087,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,95,1167682655.2720666,1,74,1023656211.4732958,1,56,1127954480.177432,1,38,1063352451.9714086,1,28,1126476271.4765062,1,2,1322499999.9999998,
543,291008885906.6066,139995237,139995237,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,95,1167682655.2720666,1,75,1177204643.1942902,1,56,1127954480.177432,1,38,1063352451.9714086,1,28,1126476271.4765062,1,2,1322499999.9999998,
544,298345352674.6352,139996987,139996987,0,1,131,1072996566.7690299,1,113,1083795189.4482903,1,95,1167682655.2720666,1,75,1177204643.1942902,1,56,1127954480.177432,1,39,1222855319.7671194,1,28,1126476271.4765062,1,2,1322499999.9999998,
545,305688675327.86615,140271987,140271987,0,1,132,1233946051.7843845,1,113,1083795189.4482903,1,95,1167682655.2720666,1,75,1177204643.1942902,1,56,1127954480.177432,1,39,1222855319.7671194,1,28,1126476271.4765062,1,2,1322499999.9999998,
546,313021199418.41785,140271988,140271988,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,95,1167682655.2720666,1,75,1177204643.1942902,1,56,1127954480.177432,1,39,1222855319.7671194,1,28,1126476271.4765062,1,2,1322499999.9999998,
547,320311043146.94135,140272000,140272000,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,95,1167682655.2720666,1,75,1177204643.1942902,1,56,1127954480.177432,1,39,1222855319.7671194,1,29,1295447712.197982,1,2,1322499999.9999998,
548,327659408666.7639,141272000,141272000,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,95,1167682655.2720666,1,75,1177204643.1942902,1,57,1297147652.2040467,1,39,1222855319.7671194,1,29,1295447712.197982,1,2,1322499999.9999998,
549,334814728666.7639,141297000,141297000,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,95,1167682655.2720666,1,75,1177204643.1942902,1,57,1297147652.2040467,1,39,1222855319.7671194,1,29,1295447712.197982,1,3,1520874999.9999995,
550,345124866011.4918,191297000,191297000,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,96,1342835053.5628762,1,75,1177204643.1942902,1,57,1297147652.2040467,1,39,1222855319.7671194,1,29,1295447712.197982,1,3,1520874999.9999995,
551,355425490368.29755,191297150,191297150,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,96,1342835053.5628762,1,76,1353785339.6734333,1,57,1297147652.2040467,1,39,1222855319.7671194,1,29,1295447712.197982,1,3,1520874999.9999995,
552,365680569048.53046,191298900,191298900,0,1,132,1233946051.7843845,1,114,1246364467.8655336,1,96,1342835053.5628762,1,76,1353785339.6734333,1,57,1297147652.2040467,1,40,1406283617.7321875,1,29,1295447712.197982,1,3,1520874999.9999995,
553,375941056996.7461,191573900,191573900,0,1,133,1419037959.552042,1,114,1246364467.8655336,1,96,1342835053.5628762,1,76,1353785339.6734333,1,57,1297147652.2040467,1,40,1406283617.7321875,1,29,1295447712.197982,1,3,1520874999.9999995,
554,386189126588.88055,191573901,191573901,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,96,1342835053.5628762,1,76,1353785339.6734333,1,57,1297147652.2040467,1,40,1406283617.7321875,1,29,1295447712.197982,1,3,1520874999.9999995,
555,396388113656.68256,191573913,191573913,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,96,1342835053.5628762,1,76,1353785339.6734333,1,57,1297147652.2040467,1,40,1406283617.7321875,1,30,1489764869.0276794,1,3,1520874999.9999995,
556,406645400784.4785,192573913,192573913,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,96,1342835053.5628762,1,76,1353785339.6734333,1,58,1491719800.0346537,1,40,1406283617.7321875,1,30,1489764869.0276794,1,3,1520874999.9999995,
557,416858500510.91565,192598913,192598913,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,97,1544260311.5973077,1,76,1353785339.6734333,1,58,1491719800.0346537,1,40,1406283617.7321875,1,30,1489764869.0276794,1,3,1520874999.9999995,
558,427060658951.2422,192599063,192599063,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,40,1406283617.7321875,1,30,1489764869.0276794,1,3,1520874999.9999995,
559,437095832731.2422,192600813,192600813,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,40,1406283617.7321875,1,30,1489764869.0276794,1,4,1749006249.9999995,
560,450245597893.51,242600813,242600813,0,1,133,1419037959.552042,1,115,1433319138.0453637,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,41,1617226160.3920155,1,30,1489764869.0276794,1,4,1749006249.9999995,
561,463399108713.95795,242875813,242875813,0,1,134,1631893653.4848483,1,115,1433319138.0453637,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,41,1617226160.3920155,1,30,1489764869.0276794,1,4,1749006249.9999995,
562,476538338415.9126,242875814,242875814,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,41,1617226160.3920155,1,30,1489764869.0276794,1,4,1749006249.9999995,
563,489621123106.8849,242875826,242875826,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,97,1544260311.5973077,1,77,1556853140.6244485,1,58,1491719800.0346537,1,41,1617226160.3920155,1,31,1713229599.381831,1,4,1749006249.9999995,
564,502761952866.8502,243875826,243875826,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,97,1544260311.5973077,1,77,1556853140.6244485,1,59,1715477770.0398514,1,41,1617226160.3920155,1,31,1713229599.381831,1,4,1749006249.9999995,
565,515851742115.2529,243900826,243900826,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,98,1775899358.3369038,1,77,1556853140.6244485,1,59,1715477770.0398514,1,41,1617226160.3920155,1,31,1713229599.381831,1,4,1749006249.9999995,
566,528928947534.6285,243900976,243900976,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,41,1617226160.3920155,1,31,1713229599.381831,1,4,1749006249.9999995,
567,541814104844.6285,243902726,243902726,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,41,1617226160.3920155,1,31,1713229599.381831,1,5,2011357187.4999993,
568,557831042244.2365,293902726,293902726,0,1,134,1631893653.4848483,1,116,1648317008.752168,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,42,1859810084.4508176,1,31,1713229599.381831,1,5,2011357187.4999993,
569,573849812150.7516,294177726,294177726,0,1,135,1876677701.507575,1,116,1648317008.752168,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,42,1859810084.4508176,1,31,1713229599.381831,1,5,2011357187.4999993,
570,589852158761.9994,294177727,294177727,0,1,135,1876677701.507575,1,117,1895564560.064993,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,42,1859810084.4508176,1,31,1713229599.381831,1,5,2011357187.4999993,
571,605789593502.6176,294177739,294177739,0,1,135,1876677701.507575,1,117,1895564560.064993,1,98,1775899358.3369038,1,78,1790381111.7181156,1,59,1715477770.0398514,1,42,1859810084.4508176,1,32,1970214039.2891052,1,5,2011357187.4999993,
572,621784780072.5778,295177739,295177739,0,1,135,1876677701.507575,1,117,1895564560.064993,1,98,1775899358.3369038,1,78,1790381111.7181156,1,60,1972799435.545829,1,42,1859810084.4508176,1,32,1970214039.2891052,1,5,2011357187.4999993,
573,637721045054.2408,295202739,295202739,0,1,135,1876677701.507575,1,117,1895564560.064993,1,99,2042284262.0874388,1,78,1790381111.7181156,1,60,1972799435.545829,1,42,1859810084.4508176,1,32,1970214039.2891052,1,5,2011357187.4999993,
574,653642837282.5227,295202889,295202889,0,1,135,1876677701.507575,1,117,1895564560.064993,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,42,1859810084.4508176,1,32,1970214039.2891052,1,5,2011357187.4999993,
575,669495305538.0719,295204639,295204639,0,1,135,1876677701.507575,1,117,1895564560.064993,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,43,2138781597.11844,1,32,1970214039.2891052,1,5,2011357187.4999993,
576,685212726690.5719,295479639,295479639,0,1,135,1876677701.507575,1,117,1895564560.064993,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,43,2138781597.11844,1,32,1970214039.2891052,1,6,2313060765.624999,
577,704064827329.0643,345479639,345479639,0,1,136,2158179356.7337112,1,117,1895564560.064993,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,43,2138781597.11844,1,32,1970214039.2891052,1,6,2313060765.624999,
578,722898041168.9994,345479640,345479640,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,43,2138781597.11844,1,32,1970214039.2891052,1,6,2313060765.624999,
579,741656606249.7103,345479652,345479652,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,99,2042284262.0874388,1,79,2058938278.4758327,1,60,1972799435.545829,1,43,2138781597.11844,1,33,2265746145.182471,1,6,2313060765.624999,
580,760472585934.1646,346479652,346479652,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,99,2042284262.0874388,1,79,2058938278.4758327,1,61,2268719350.8777037,1,43,2138781597.11844,1,33,2265746145.182471,1,6,2313060765.624999,
581,779220580792.0771,346504652,346504652,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,100,2348626901.400555,1,79,2058938278.4758327,1,61,2268719350.8777037,1,43,2138781597.11844,1,33,2265746145.182471,1,6,2313060765.624999,
582,797951930633.6013,346504802,346504802,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,43,2138781597.11844,1,33,2265746145.182471,1,6,2313060765.624999,
583,816603542156.4829,346506552,346506552,0,1,136,2158179356.7337112,1,118,2179899244.074742,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,44,2459598836.6862054,1,33,2265746145.182471,1,6,2313060765.624999,
584,835252255919.7491,346781552,346781552,0,1,137,2481906260.2437677,1,118,2179899244.074742,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,44,2459598836.6862054,1,33,2265746145.182471,1,6,2313060765.624999,
585,853746088334.1241,346781553,346781553,0,1,137,2481906260.2437677,1,118,2179899244.074742,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,44,2459598836.6862054,1,33,2265746145.182471,1,7,2660019880.468748,
586,875373082270.0494,396781553,396781553,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,44,2459598836.6862054,1,33,2265746145.182471,1,7,2660019880.468748,
587,896914230024.867,396781565,396781565,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,100,2348626901.400555,1,80,2367779020.247207,1,61,2268719350.8777037,1,44,2459598836.6862054,1,34,2605608066.9598413,1,7,2660019880.468748,
588,918512404573.9893,397781565,397781565,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,100,2348626901.400555,1,80,2367779020.247207,1,62,2609027253.509359,1,44,2459598836.6862054,1,34,2605608066.9598413,1,7,2660019880.468748,
589,940032171572.5887,397806565,397806565,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,101,2700920936.610638,1,80,2367779020.247207,1,62,2609027253.509359,1,44,2459598836.6862054,1,34,2605608066.9598413,1,7,2660019880.468748,
590,961532795452.3416,397806715,397806715,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,44,2459598836.6862054,1,34,2605608066.9598413,1,7,2660019880.468748,
591,982941704515.6554,397808465,397808465,0,1,137,2481906260.2437677,1,119,2506884130.6859527,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,45,2828538662.189136,1,34,2605608066.9598413,1,7,2660019880.468748,
592,1004344806155.4116,398083465,398083465,0,1,138,2854192199.2803326,1,119,2506884130.6859527,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,45,2828538662.189136,1,34,2605608066.9598413,1,7,2660019880.468748,
593,1025722929984.7257,398083466,398083466,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,45,2828538662.189136,1,34,2605608066.9598413,1,7,2660019880.468748,
594,1046947918784.257,398083478,398083478,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,45,2828538662.189136,1,34,2605608066.9598413,1,8,3059022862.53906,
595,1071227319397.2971,448083478,448083478,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,101,2700920936.610638,1,81,2722945873.2842875,1,62,2609027253.509359,1,45,2828538662.189136,1,35,2996449277.0038166,1,8,3059022862.53906,
596,1095563300823.7877,449083478,449083478,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,101,2700920936.610638,1,81,2722945873.2842875,1,63,3000381341.535762,1,45,2828538662.189136,1,35,2996449277.0038166,1,8,3059022862.53906,
597,1119808888567.177,449108478,449108478,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,102,3106059077.102234,1,81,2722945873.2842875,1,63,3000381341.535762,1,45,2828538662.189136,1,35,2996449277.0038166,1,8,3059022862.53906,
598,1144032460373.8928,449108628,449108628,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,45,2828538662.189136,1,35,2996449277.0038166,1,8,3059022862.53906,
599,1168150544391.7036,449110378,449110378,0,1,138,2854192199.2803326,1,120,2882916750.2888455,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,46,3252819461.517507,1,35,2996449277.0038166,1,8,3059022862.53906,
600,1192259474872.4233,449385378,449385378,0,1,139,3282321029.172382,1,120,2882916750.2888455,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,46,3252819461.517507,1,35,2996449277.0038166,1,8,3059022862.53906,
601,1216339680862.1345,449385379,449385379,0,1,139,3282321029.172382,1,121,3315354262.832172,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,46,3252819461.517507,1,35,2996449277.0038166,1,8,3059022862.53906,
602,1240243781459.5955,449385391,449385391,0,1,139,3282321029.172382,1,121,3315354262.832172,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,46,3252819461.517507,1,35,2996449277.0038166,1,9,3517876291.919919,
603,1267210455642.5916,499385391,499385391,0,1,139,3282321029.172382,1,121,3315354262.832172,1,102,3106059077.102234,1,82,3131387754.2769303,1,63,3000381341.535762,1,46,3252819461.517507,1,36,3445916668.5543895,1,9,3517876291.919919,
604,1294233197761.056,500385391,500385391,0,1,139,3282321029.172382,1,121,3315354262.832172,1,102,3106059077.102234,1,82,3131387754.2769303,1,64,3450438542.7661257,1,46,3252819461.517507,1,36,3445916668.5543895,1,9,3517876291.919919,
605,1321151762143.9536,500410391,500410391,0,1,139,3282321029.172382,1,121,3315354262.832172,1,103,3571967938.6675673,1,82,3131387754.2769303,1,64,3450438542.7661257,1,46,3252819461.517507,1,36,3445916668.5543895,1,9,3517876291.919919,
606,1348045006849.6768,500410541,500410541,0,1,139,3282321029.172382,1,121,3315354262.832172,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,46,3252819461.517507,1,36,3445916668.5543895,1,9,3517876291.919919,
607,1374816924848.1592,500412291,500412291,0,1,139,3282321029.172382,1,121,3315354262.832172,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,47,3740742380.745132,1,36,3445916668.5543895,1,9,3517876291.919919,
608,1401575841278.9868,500687291,500687291,0,1,140,3774669183.5482388,1,121,3315354262.832172,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,47,3740742380.745132,1,36,3445916668.5543895,1,9,3517876291.919919,
609,1428301724536.1545,500687292,500687292,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,47,3740742380.745132,1,36,3445916668.5543895,1,9,3517876291.919919,
610,1454825086484.2346,500687304,500687304,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,47,3740742380.745132,1,36,3445916668.5543895,1,10,4045557735.7079067,
611,1484420408055.6802,550687304,550687304,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,103,3571967938.6675673,1,83,3601095917.41847,1,64,3450438542.7661257,1,47,3740742380.745132,1,37,3962804168.837548,1,10,4045557735.7079067,
612,1514071207752.914,551687304,551687304,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,103,3571967938.6675673,1,83,3601095917.41847,1,65,3968004324.181044,1,47,3740742380.745132,1,37,3962804168.837548,1,10,4045557735.7079067,
613,1543601978054.2466,551712304,551712304,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,104,4107763129.467703,1,83,3601095917.41847,1,65,3968004324.181044,1,47,3740742380.745132,1,37,3962804168.837548,1,10,4045557735.7079067,
614,1573103629376.8281,551712454,551712454,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,47,3740742380.745132,1,37,3962804168.837548,1,10,4045557735.7079067,
615,1602465739236.083,551714204,551714204,0,1,140,3774669183.5482388,1,122,3812657402.256998,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,48,4301853737.856901,1,37,3962804168.837548,1,10,4045557735.7079067,
616,1631810422292.5347,551989204,551989204,0,1,141,4340869561.080475,1,122,3812657402.256998,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,48,4301853737.856901,1,37,3962804168.837548,1,10,4045557735.7079067,
617,1661117117190.2776,551989205,551989205,0,1,141,4340869561.080475,1,123,4384556012.595547,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,48,4301853737.856901,1,37,3962804168.837548,1,10,4045557735.7079067,
618,1690190912474.5696,551989217,551989217,0,1,141,4340869561.080475,1,123,4384556012.595547,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,48,4301853737.856901,1,37,3962804168.837548,1,11,4652391396.064093,
619,1722347461325.732,601989217,601989217,0,1,141,4340869561.080475,1,123,4384556012.595547,1,104,4107763129.467703,1,84,4141260305.03124,1,65,3968004324.181044,1,48,4301853737.856901,1,38,4557224794.163179,1,11,4652391396.064093,
620,1754558810021.5508,602989217,602989217,0,1,141,4340869561.080475,1,123,4384556012.595547,1,104,4107763129.467703,1,84,4141260305.03124,1,66,4563204972.8082,1,48,4301853737.856901,1,38,4557224794.163179,1,11,4652391396.064093,
621,1786631899912.083,603014217,603014217,0,1,141,4340869561.080475,1,123,4384556012.595547,1,105,4723927598.887858,1,84,4141260305.03124,1,66,4563204972.8082,1,48,4301853737.856901,1,38,4557224794.163179,1,11,4652391396.064093,
622,1818671501627.0518,603014367,603014367,0,1,141,4340869561.080475,1,123,4384556012.595547,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,48,4301853737.856901,1,38,4557224794.163179,1,11,4652391396.064093,
623,1850550614909.1948,603016117,603016117,0,1,141,4340869561.080475,1,123,4384556012.595547,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,49,4947131798.535436,1,38,4557224794.163179,1,11,4652391396.064093,
624,1882407212368.1143,603291117,603291117,0,1,142,4991999995.242546,1,123,4384556012.595547,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,49,4947131798.535436,1,38,4557224794.163179,1,11,4652391396.064093,
625,1914220123435.5188,603291118,603291118,0,1,142,4991999995.242546,1,124,5042239414.484878,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,49,4947131798.535436,1,38,4557224794.163179,1,11,4652391396.064093,
626,1945765199839.4546,603291130,603291130,0,1,142,4991999995.242546,1,124,5042239414.484878,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,49,4947131798.535436,1,38,4557224794.163179,1,12,5350250105.473705,
627,1980405442845.2915,653291130,653291130,0,1,142,4991999995.242546,1,124,5042239414.484878,1,105,4723927598.887858,1,85,4762449350.785926,1,66,4563204972.8082,1,49,4947131798.535436,1,39,5240808513.287655,1,12,5350250105.473705,
628,2015099705672.4834,654291130,654291130,0,1,142,4991999995.242546,1,124,5042239414.484878,1,105,4723927598.887858,1,85,4762449350.785926,1,67,5247685718.729429,1,49,4947131798.535436,1,39,5240808513.287655,1,12,5350250105.473705,
629,2049634745873.5955,654316130,654316130,0,1,142,4991999995.242546,1,124,5042239414.484878,1,106,5432516738.721035,1,85,4762449350.785926,1,67,5247685718.729429,1,49,4947131798.535436,1,39,5240808513.287655,1,12,5350250105.473705,
630,2084131273322.8096,654316280,654316280,0,1,142,4991999995.242546,1,124,5042239414.484878,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,49,4947131798.535436,1,39,5240808513.287655,1,12,5350250105.473705,
631,2118443223324.2742,654318030,654318030,0,1,142,4991999995.242546,1,124,5042239414.484878,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,50,5689201568.315751,1,39,5240808513.287655,1,12,5350250105.473705,
632,2152726805129.0317,654593030,654593030,0,1,143,5740799994.528927,1,124,5042239414.484878,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,50,5689201568.315751,1,39,5240808513.287655,1,12,5350250105.473705,
633,2186960147574.5469,654593031,654593031,0,1,143,5740799994.528927,1,125,5798575326.65761,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,50,5689201568.315751,1,39,5240808513.287655,1,12,5350250105.473705,
634,2220885480049.073,654593043,654593043,0,1,143,5740799994.528927,1,125,5798575326.65761,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,50,5689201568.315751,1,39,5240808513.287655,1,13,6152787621.294762,
635,2257920254115.7856,704593043,704593043,0,1,143,5740799994.528927,1,125,5798575326.65761,1,106,5432516738.721035,1,86,5476816753.403815,1,67,5247685718.729429,1,50,5689201568.315751,1,40,6026929790.280804,1,13,6152787621.294762,
